address,area,direction,furniture,numBath,numBed,numFloor,price,property_back,property_road,type,type_detail,url
"147, Đường Nghi Tàm, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",120.0,Tây,,Nhiều hơn 6 phòng,9,,40.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/89376993.htm
"Đường Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",49.2,,Nội thất đầy đủ,3,3,3,6.7,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/89377073.htm
"Đường Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",54.0,,Hoàn thiện cơ bản,,3,,4.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89377077.htm
"Đường Khương Hạ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",40.0,,Nội thất cao cấp,6,4,,0.00385,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/89376564.htm
"116, Đường Phượng Bãi, Phường Biên Giang, Quận Hà Đông, Hà Nội",35.0,,Hoàn thiện cơ bản,4,3,5,2.38,,,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89378110.htm
"Ngõ 145, Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",35.0,Tây Bắc,Hoàn thiện cơ bản,4,4,5,2.65,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/89319040.htm
"Việt kiều châu Âu, Phường Mộ Lao, Quận Hà Đông, Hà Nội",40.0,Nam,,4,4,,4.05,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89378319.htm
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",40.0,,Nội thất cao cấp,3,3,4,4.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89378608.htm
"7 b, Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",31.0,Tây,Hoàn thiện cơ bản,3,3,,2.7,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/85057200.htm
"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",36.0,,,3,4,,3.0,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89378714.htm
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",40.0,,Hoàn thiện cơ bản,4,4,,6.95,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/89098516.htm
"252/16/4, Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",,Tây Nam,Nội thất đầy đủ,2,2,,2.65,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89378907.htm
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",32.0,,Hoàn thiện cơ bản,3,5,5,2.29,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89378912.htm
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",105.0,,,,4,,35.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89379173.htm
"Đường Đê Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",33.0,,,4,4,4,3.0,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89299644.htm
"Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",30.0,,,4,4,5,2.6,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89379505.htm
"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",45.0,,Nội thất cao cấp,6,6,7,9.5,,,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/89379286.htm
"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",175.0,,,3,3,5,4.9,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89379194.htm
"Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",31.0,Tây Bắc,Nội thất đầy đủ,3,3,,3.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88961909.htm
"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",40.0,,,6,3,,7.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89379564.htm
"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",38.0,,Nội thất đầy đủ,4,3,5,2.15,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89000331.htm
"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",72.0,,,,4,,45.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89379943.htm
"Đường Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",33.0,,Nội thất đầy đủ,,3,5,3.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89379970.htm
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",61.0,,Nội thất đầy đủ,,4,,7.9,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89380122.htm
"Đường Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",54.0,,Nội thất đầy đủ,3,4,4,5.1,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/89380135.htm
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",31.0,,,3,3,,3.4,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89353282.htm
"Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",36.0,Tây Nam,Hoàn thiện cơ bản,4,3,,3.9,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88387724.htm
"0912533345 xóm 1 Đông Dư, Đường Tỉnh lộ 379, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",30.0,,Hoàn thiện cơ bản,2,3,3,1.738,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-gia-lam/mua-ban-nha-dat/60980558.htm
"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",35.0,Đông Bắc,Hoàn thiện cơ bản,4,4,5,3.6,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88309780.htm
"39, Đường Sở Thượng, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",32.0,Tây Nam,Nội thất cao cấp,4,4,5,2.75,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/86304346.htm
"Đường Nhân Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",38.0,,Nội thất đầy đủ,4,4,5,2.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/87186600.htm
"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",200.0,,,5,5,,25.88,,,Nhà ở,Nhà biệt thự,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89381098.htm
"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",45.0,,Nội thất cao cấp,6,4,,6.3,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88392310.htm
"Đường Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",36.0,,,4,3,4,0.0068,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89380887.htm
"Đường Phố Trạm, Phường Long Biên, Quận Long Biên, Hà Nội",40.0,,Nội thất cao cấp,4,3,5,4.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89380718.htm
"25, Đường Tô Hiệu, Phường Quang Trung, Quận Hà Đông, Hà Nội",35.0,Đông Nam,Nội thất đầy đủ,5,5,6,4.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89381114.htm
,50.0,,Nội thất cao cấp,2,4,4,6.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89380997.htm
"Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội",32.0,,Nội thất đầy đủ,4,4,4,3.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89292761.htm
"Đường Khâm Thiên, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",50.0,,,,4,8,5.4,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89292715.htm
"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",38.0,,,4,4,5,3.0,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/89045917.htm
"Đường Định Công, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",38.0,,Nội thất đầy đủ,,7,5,4.1,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89382547.htm
"Đường Hoà Bình 7, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",45.0,,Nội thất đầy đủ,4,3,4,4.8,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/89146570.htm
"Đường Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",50.0,,,4,5,5,5.3,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/89382747.htm
"10/39, Đường Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",91.0,,Nội thất đầy đủ,2,4,2,12.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89376012.htm
"Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",56.0,,Nội thất đầy đủ,4,4,4,4.55,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88463504.htm
"Đường Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",87.0,,Nội thất cao cấp,4,6,5,9.5,,,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89374508.htm
"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",45.0,,,3,4,,3.45,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89242836.htm
"Đường 2.5 Mới, Phường Định Công, Quận Hoàng Mai, Hà Nội",65.0,,,6,5,,6.45,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89319293.htm
"Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",40.0,,,5,4,6,4.8,,Hẻm xe hơi,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89259289.htm
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",46.0,,Hoàn thiện cơ bản,5,4,5,6.3,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89374874.htm
,35.0,,Nội thất đầy đủ,4,3,5,4.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89375105.htm
"Trinh Đình Cưu, Phường Định Công, Quận Hoàng Mai, Hà Nội",50.0,,,Nhiều hơn 6 phòng,9,,7.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89007014.htm
"Đường Bát Khối, Phường Thạch Bàn, Quận Long Biên, Hà Nội",35.0,,,,4,,2.15,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89306845.htm
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",35.0,,,3,3,4,2.95,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88908581.htm
"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",32.0,Đông Nam,Hoàn thiện cơ bản,3,3,4,1.95,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88271591.htm
"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",25.0,,Nội thất đầy đủ,3,2,3,2.2491,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/89375513.htm
"Đường Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",54.0,,,4,5,4,7.6,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89375637.htm
"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",35.0,,Nội thất đầy đủ,4,3,4,2.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89375773.htm
"Quang Trung, Phường Hà Cầu, Quận Hà Đông, Hà Nội",40.0,,,2,2,,2.4,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89340374.htm
"Đường Linh Lang, Phường Liễu Giai, Quận Ba Đình, Hà Nội",65.0,,,3,5,,10.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88289673.htm
"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",32.0,,Nội thất cao cấp,,3,,3.55,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89133586.htm
"Tổ 16, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",36.0,Đông Nam,,3,3,,1.58,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89287083.htm
"Đường Vân Nội, Phường Phú Lãm, Quận Hà Đông, Hà Nội",35.0,Đông Bắc,,3,4,,2.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89288643.htm
,45.0,,Nội thất đầy đủ,3,4,3,5.7,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89370824.htm
"Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",33.0,Đông Nam,Hoàn thiện cơ bản,3,3,4,2.48,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89218350.htm
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",34.0,,Nội thất cao cấp,4,3,4,3.15,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88968865.htm
"Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",31.0,,,,3,,2.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89243025.htm
"Đường Nguyễn Chí Thanh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",65.0,,Nội thất cao cấp,Nhiều hơn 6 phòng,nhiều hơn 10 phòng,,36.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/89305588.htm
"Đường Nguyễn Hữu Thọ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",78.0,,,Nhiều hơn 6 phòng,10,,25.5,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89214821.htm
"Đường Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội",50.0,Tây Bắc,,4,5,5,6.65,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/89371087.htm
"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",48.0,Đông Nam,,6,6,5,6.7,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/89371152.htm
"Đường Đền Lừ 1, Quận Hoàng Mai, Hà Nội",47.0,,,,4,,8.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89371497.htm
"Đường 70, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",34.0,,Nội thất cao cấp,3,3,5,2.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89371768.htm
"Đường Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",45.0,,,4,4,,3.25,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89371780.htm
"Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",64.0,,,5,4,,3.65,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/89035682.htm
"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",31.0,,Nội thất cao cấp,,3,,3.4,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88651086.htm
"Đường Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",35.0,,,2,4,,2.8,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89371847.htm
"Đường Nguyễn Trãi, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",60.0,,,2,3,,8.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88788295.htm
"Đường Tây Trà, Phường Trần Phú, Quận Hoàng Mai, Hà Nội",120.0,,,Nhiều hơn 6 phòng,nhiều hơn 10 phòng,,21.5,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88370542.htm
"tổ 1, Thị trấn Sóc Sơn, Huyện Sóc Sơn, Hà Nội",90.0,,,,6,,4.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-soc-son/mua-ban-nha-dat/89371943.htm
"Đường Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",35.0,,,,3,,2.75,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89119095.htm
"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",33.0,Đông Nam,,3,3,4,2.48,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89201613.htm
"Đường Nguyễn Phúc Lai, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",60.0,,Nội thất cao cấp,4,5,6,10.0,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89372142.htm
"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",36.0,,,3,4,,3.2,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89372153.htm
"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",31.0,Đông Nam,Nội thất đầy đủ,4,3,5,2.7,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88858990.htm
"Đường Lò Đúc, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",45.0,,,4,5,,9.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88310822.htm
"3, Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",46.0,Đông Nam,,5,4,,4.59,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88418890.htm
"Đường Hoàng Hoa Thám, Phường Cống Vị, Quận Ba Đình, Hà Nội",55.0,,Nội thất đầy đủ,4,4,6,4.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/89372258.htm
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",24.0,,,2,2,3,1.48,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/89372465.htm
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",32.0,,Nội thất cao cấp,,3,5,3.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/89372496.htm
"Đường Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",45.0,,,3,4,,6.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88187580.htm
"Đường Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",31.0,,Nội thất cao cấp,,3,,3.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88152574.htm
"Đường Vĩnh Hoàng, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",115.0,,,Nhiều hơn 6 phòng,10,,16.5,Nở hậu,,Nhà ở,Nhà biệt thự,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88202924.htm
"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",37.0,Đông Nam,Hoàn thiện cơ bản,1,2,2,1.64,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88912357.htm
"Đường Ngọc Hồi, Xã Ngọc Hồi, Huyện Thanh Trì, Hà Nội",40.0,,,,4,,2.85,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/89372748.htm
"Đường Bằng Liệt, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",36.0,Đông,,,4,,3.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88875296.htm
"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",34.0,Đông Bắc,,3,3,3,1.45,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89201583.htm
"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",43.0,,Nội thất đầy đủ,4,4,4,4.2,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/89372794.htm
"10, Đường Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",48.0,,,4,4,4,3.6,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/89276255.htm
"Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",45.0,,,4,4,4,7.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88310352.htm
"Đường Linh Lang, Phường Liễu Giai, Quận Ba Đình, Hà Nội",75.0,,,5,7,,28.5,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88976312.htm
"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",45.0,,,4,5,,6.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89373106.htm
"Đường Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",45.0,,,,3,,3.95,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/89345231.htm
"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",54.0,,Nội thất đầy đủ,4,4,4,10.7,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/89373379.htm
